Date,Dew Point Temperature (F),Average Temperature (F),Visibility (mi),Average Wind Speed (knots),Maximum Sustained Wind Speed (knots),Maximum Gust (knots),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
11/26/20,59.5,70.7,6.2,8.6,13.6,18.6,82.4,61.2,0
11/27/20,52.2,65.9,6.7,12.7,15.5,21.4,81.9,57.4,0
11/28/20,49.8,64.5,6.7,11.9,17.5,24.5,74.5,57.4,0
11/29/20,46.9,60.7,6.7,10.4,13.6,24.5,73.8,53.8,0
11/30/20,46.9,61.2,7.2,11,15.5,21.4,71.6,53.4,0
12/1/20,48.9,62.7,6.7,8.2,13.6,16.7,71.8,54.1,0
12/2/20,48.4,62.8,6.6,11.4,15.5,22,72.1,52.7,0
12/3/20,43.4,59,6.7,12.9,17.5,24.9,72.1,50.4,0
12/4/20,40.8,56.2,6.7,12,17.5,24.9,65.1,48.9,0
12/5/20,42.9,57.5,6.3,7.4,11.7,18.6,68,48.6,0
12/6/20,47.3,61.5,6,4.3,8,14,70.7,47.5,0
12/7/20,47.2,62.5,6.4,9.9,13.6,18.8,72.9,50.4,0
12/8/20,46.7,62,6.3,7.9,11.7,20,72.9,52.2,0
12/9/20,51.1,66.1,6.3,5,9.7,13.8,71.6,52.5,0
12/10/20,53.3,69.4,6.6,5.8,9.7,14.2,74.5,55.8,0
12/11/20,56.1,68.8,6.4,6.7,11.7,15.9,76.5,62.6,0.01
12/12/20,55.2,68.1,5.8,5.1,9.7,15.9,76.5,62.6,0.01
12/13/20,60.1,65.5,3.7,5.6,15.5,21.8,73.2,57.2,0.03
12/14/20,45.8,51.6,6.6,13.4,17.5,22.9,72.5,44.6,0.03
12/15/20,39.5,49.8,6.7,10.7,13.6,20,56.8,44.2,0
12/16/20,38.7,49.9,6.7,11.3,13.6,21.6,58.3,45.5,0
12/17/20,41,50.4,6.7,7.4,9.7,21,58.3,46,0
12/18/20,40.6,53.2,6.7,12.9,17.5,25.3,61.7,46.4,0
12/19/20,35,52.9,6.7,14.4,19.4,25.4,61.7,46.8,0
12/20/20,31.4,55.1,6.7,13.6,17.5,25.6,62.6,47.5,0
12/21/20,33.9,56.7,6.3,9.4,17.5,25.6,65.8,46.8,0
12/22/20,44.9,62.2,6.5,3.6,7.8,12.2,69.1,47.5,0
12/23/20,52,66.8,6.6,6.1,11.7,15.5,75.2,50.2,0
12/24/20,52.3,62.8,6.1,9.1,13.6,17.5,73.4,58.3,0.01
12/25/20,49.3,62.9,5.6,4.1,7.8,14.8,69.1,57.7,0
12/26/20,54.2,66.4,4.9,3.2,5.8,999.9,72.5,58.1,0
12/27/20,56.3,69.2,4.5,2.9,4.7,999.9,80.6,57.4,0
12/28/20,56.6,70,5.9,4.2,7.8,12,82.4,56.5,0
12/29/20,51.3,66.1,5.2,10.1,25.3,40.4,80.6,50,0
12/30/20,26.1,50,6.7,15.1,21.4,40.4,59,38.3,0
12/31/20,13.1,47.9,6.7,9.7,15.5,29.9,57.6,34.5,0
1/1/21,18.7,49.5,6.7,4.9,9.7,11.3,59.9,34,0
1/2/21,25.4,53.2,6.7,2.7,5.8,14.2,66.2,36.3,0
1/3/21,30.5,62.2,6.5,6,9.7,18.3,71.6,39.7,0
1/4/21,34.7,63.4,6.7,5.1,9.7,12.6,70.2,44.1,0
1/5/21,34.4,63.7,6.7,9.5,13.6,14,73.8,53.6,0
1/6/21,38,60.1,6,8.1,13.6,14,73.8,51.6,0
1/7/21,32.8,48.3,6.1,16.2,19.4,24.9,68.4,39.6,0
1/8/21,17.7,44.1,6.5,14,17.5,27.2,55.8,39.6,0
1/9/21,11.6,49.9,6.7,8.9,13.6,21.4,54.1,40.6,0
1/10/21,15.9,49.4,6.7,10.5,17.5,21,54.1,41.2,0
1/11/21,24.8,43.8,6.6,7.9,13.6,27.4,54.1,39.2,0
1/12/21,21.2,48.8,6.5,6.2,17.5,20.6,61.5,34.2,0
1/13/21,27.8,53.8,6.3,2.9,5.8,999.9,68,34.2,0
1/14/21,32.2,57.3,5.5,2.7,5.8,999.9,71.6,36.1,0
1/15/21,42.8,60.1,4,3,4.7,999.9,73.8,39.4,0
1/16/21,42.8,64.3,3.8,6.6,21.4,31.1,73.8,44.4,0
1/17/21,29.2,55.8,5.7,12.3,21.4,31.1,73.2,43.2,0
1/18/21,31.1,54.2,6.3,4.9,7.8,17.9,64.6,40.5,0
1/19/21,36.2,59,6,3,5.8,10.9,69.8,39.7,0
1/20/21,48.7,66.4,4.3,2.9,5.8,999.9,75.2,41.4,0
1/21/21,58.5,67.6,5.2,5.3,9.7,12.6,75.6,50,0
1/22/21,59.7,66.9,6.4,5.4,9.7,12.6,75.6,59,0
1/23/21,52.1,66.6,5.3,6,11.7,17.5,77.7,56.7,0
1/24/21,55,67.9,5.6,6.1,11.7,12.4,77.7,56.5,0
1/25/21,57.2,69.6,5.8,3.7,9.7,13.6,79,57.6,0
1/26/21,51.9,67,5.8,7.6,13.6,17.9,79,58.6,0
1/27/21,52.4,66.8,6.2,3.7,11.7,17.9,78.8,56.1,0
1/28/21,42.9,60.4,5.8,10.9,15.5,25.1,74.5,49.5,0
1/29/21,40,60,6.7,3.2,5.8,12,70.3,46,0
1/30/21,47.3,62.6,6,2.9,7.8,999.9,74.3,47.1,0
1/31/21,48.6,65.6,5.8,3.5,9.7,14,78.8,48.2,0
2/1/21,55.1,68.1,6.1,2.6,5.8,10.3,79.7,50.9,0
2/2/21,54.7,71.6,6.3,3.6,7.8,10.7,84.2,54,0
2/3/21,53.8,68.4,6.1,3.4,5.8,12.2,82.2,53.4,0
2/4/21,53.9,69,5.1,3.4,7.8,10.3,80.6,52.9,0
2/5/21,53.6,69,6.1,3.3,5.8,15.5,80.6,52.7,0
2/6/21,54.7,70.8,5.9,2.7,5.8,999.9,82.9,53.6,0
2/7/21,50.9,72.3,6,3.4,5.8,12.2,84.2,54.1,0
2/8/21,54.9,72.3,6,4.9,13.6,999.9,83.5,55.2,0
2/9/21,56.2,62.5,5.7,8.4,11.7,17.1,81.5,55.4,0.57
2/10/21,54.8,57.8,6,6.3,11.7,27.2,69.6,54.9,1.41
2/13/21,53.1,63,6.1,2.2,3.9,10.7,75.7,52.5,0
2/14/21,54.6,67.6,5.7,2.9,5.8,12.2,80.6,52,0
2/15/21,52.9,70.9,6,4.5,9.7,13,84.2,53.4,0
2/16/21,55.7,70.4,6.2,7.3,15.5,17.7,81,54.3,0
2/17/21,41.9,66.8,6.7,10.6,15.5,21.6,78.4,51.6,0
2/18/21,34.5,64.8,6.7,5.5,9.7,15.9,76.1,49.1,0
2/19/21,42.7,68.7,6,3.8,5.8,11.8,77,48.7,0
2/21/21,53.5,62.9,9.8,2.9,6,12.2,78.6,52.7,0
2/22/21,56.8,72.2,5,3,5.8,10.5,82.4,54.7,0
2/23/21,58.6,74,6.2,3.8,9.7,12.6,86,56.7,0
2/24/21,60.1,72.2,6.1,5.9,15.5,999.9,85.5,59.2,0
2/25/21,64.3,70.1,4.7,4.3,9.7,12.4,77.7,64.4,0.03
2/26/21,55.8,62.1,5.7,8.6,15.5,22.3,76.1,57.2,0.01
2/27/21,51.2,60.1,6.7,6,11.7,21.4,70.3,57.2,0.01
2/28/21,57.8,66.3,6,3,7.8,10.1,73.2,57.4,0
3/1/21,58.2,68,5,7.7,17.5,27.4,78.8,57.2,0
3/2/21,46.8,62.9,6.7,10.3,15.5,27.4,76.6,57.6,0
3/3/21,50.3,61.1,6.6,5.8,11.7,14.4,70.7,57.2,0
3/4/21,57.6,59.9,3.7,2.9,5.8,12.6,69.6,56.8,0.17
3/5/21,65.5,66.9,1.6,3,5.8,10.1,70.2,57,0.1
3/6/21,65.1,68.5,4.2,6.2,11.7,17.5,72.1,62.6,0.72
3/7/21,56.7,67.1,6.7,6.8,11.7,17.7,73.4,62.1,0
3/8/21,58.3,66.7,6.5,3.4,7.8,11.8,72.5,62.1,0
3/9/21,59.5,67.7,4.5,4.3,9.7,11.7,75.4,61.7,0
3/10/21,61.8,70.6,4.7,4,7.8,16.5,78.8,61.7,0
3/11/21,62.9,73.1,5,3.2,5.8,10.1,78.8,64.8,0
3/12/21,63,74.5,5.8,5.8,9.7,13.2,84.2,64.8,0
3/13/21,63.3,71.7,4.6,3.3,6.2,10.7,84.2,64.8,0
3/14/21,63.9,72.3,3.1,4.5,9.7,12.8,78.1,64.8,0
3/15/21,62.6,75.6,6.1,5.7,9.7,15,84.2,64.2,0
3/16/21,65.5,75.6,5.1,3.3,5.8,11.7,82.4,63.7,0
3/17/21,67.3,78.4,5.7,5.1,7.8,14.8,86,63.3,0
3/18/21,68.6,78.8,6.3,6,9.7,14.8,86,66.4,0
3/19/21,67.6,79,6.1,5.4,9.7,15.3,87.8,68.5,0
3/20/21,63,74.3,6.4,7.8,13.6,24.7,86,64.4,0
3/21/21,48.2,58.7,6.6,13.8,17.5,26.6,86,56.1,0
3/22/21,41.3,62.8,6.7,9.7,17.5,20.2,68.4,55.9,0
3/23/21,47.6,61.6,6.2,3.8,9.7,11.7,68.4,56.7,0
3/24/21,56.7,66.1,4.1,3.7,7.8,11.3,75.2,56.5,0
3/25/21,55.6,74.3,5.9,5,7.8,16.1,83.8,57.2,0
3/26/21,59.5,74.9,6.5,5,7.8,16.1,83.8,62.8,0
3/27/21,67.5,77.6,5.7,4.8,11.7,13.6,84.2,66.9,0
3/28/21,70.2,79.8,5.5,3.8,5.8,11.5,87.8,68.5,0
3/29/21,71.6,80.7,6.3,7.5,11.7,15.9,86.5,71.2,0
3/30/21,71.5,81.8,6.7,7.9,13.6,20,89.6,75,0
3/31/21,71.4,79.3,6.7,6.5,11.7,21.4,87.1,75.2,0
4/1/21,71,81.4,6.7,7.4,11.7,17.9,89.6,72.9,0
4/2/21,71.4,81.7,6.7,5.7,11.7,13.2,89.6,72.5,0
4/3/21,67.4,81.1,5.8,7.1,13.6,16.9,89.6,71.4,0
4/4/21,60.4,70.5,6.7,9.1,13.6,17.7,88.9,65.7,0
4/5/21,61.5,70.3,6.2,4.3,8,16.9,77.2,65.5,0
4/6/21,65.6,78.2,5.4,4.3,9.7,9.9,86,65.1,0
4/7/21,66,77,5.8,6.1,9.7,14.2,86,68.9,0.02
4/8/21,62.2,67.3,5.7,6.8,13.6,14.8,80.6,61.9,0.37
4/9/21,56.9,67.7,6.7,6,9.7,12.4,72.7,61.7,0.01
4/10/21,61.6,73.8,6.3,3.6,9.7,10.3,80.6,62.6,0
4/11/21,63.1,77.7,6.5,4.6,7.8,16.5,87.8,65.7,0
4/12/21,67.9,80.2,6.4,5.2,11.7,15,89.6,65.1,0
4/13/21,69.6,81.4,6.2,4.2,6.6,13.4,89.6,68.4,0
4/14/21,68.8,81.1,6.5,8.3,12.4,18.6,88.2,69.1,0
4/15/21,68.5,72.9,5.1,5.6,9.7,18.6,87.3,69.8,0.19
4/16/21,68.3,70.2,4.8,4.1,11.7,13.8,78.8,68,0.8
4/17/21,64.8,74.3,6.2,5.5,9.7,11.8,78.8,68,0.01
4/18/21,66.2,71.7,3.9,4.2,7.8,11.7,80.2,66.6,0.04
4/19/21,64.1,71,5.2,5.5,7.8,13.4,80.2,66.2,0.07
4/20/21,63.3,72.7,6,5.4,7.8,10.5,77.4,65.5,0.02
4/21/21,67.1,78.9,6.3,4.1,7.8,15.5,87.4,67.6,0
4/22/21,69.7,80,5.9,2.9,5.8,13.6,88.5,67.6,0
4/23/21,70.9,84.4,5.6,5,9.7,14.2,93.2,69.8,0
4/24/21,70.2,83.2,6.7,8,13.6,20.4,92.1,75.2,0
4/25/21,68.6,74.6,6.5,5.9,11.7,16.5,88.5,68.7,0.32
4/26/21,67.5,71.4,5.7,4.4,9.7,13.4,80.1,68.5,0.1
4/27/21,69.7,71.5,3.8,3.8,5.8,999.9,74.8,69.4,0.22
4/28/21,65.6,69.3,4.8,7.4,11.7,15.2,72.7,65.3,0.5
4/29/21,60.5,73.3,6.6,5.3,13.6,17.1,82.4,61,0
4/30/21,64.1,80,6.3,3.2,7.8,999.9,89.6,60.8,0
5/1/21,69.9,83.3,5.3,4.4,7.8,15.5,91.4,68.7,0
5/2/21,71,75.7,3.3,4.8,15.5,27.2,91.4,66.2,1.29
5/3/21,71.6,74.8,4.9,3.2,7.8,11.7,88.3,66.4,0.07
5/4/21,71,76,6.1,5.7,16.9,43.9,87.4,68.7,1.35
5/5/21,70.7,80.8,6.4,4.5,9.7,12.4,87.6,69.8,0.1
5/6/21,71.8,80.9,6,5.2,9.7,12.6,89.6,72.9,0.23
5/7/21,74,84.8,5.8,5,9.7,12.4,93.2,72.5,0
5/8/21,75.2,85.7,6.4,5.7,9.7,15.3,93.2,77,0
5/9/21,74.9,86.4,6.7,6.7,9.7,17.3,95,79.2,0.02
5/10/21,73.4,86.1,6.7,7.7,11.7,16.1,95,78.8,0
5/11/21,73.2,88,6.7,9.2,13.6,19,95,78.3,0
5/12/21,74.8,87.6,6.7,7.5,13.6,20.6,95,77,0
5/13/21,76.4,85.5,6.7,7.3,17.5,20.6,95,79,0.1
5/14/21,77.8,83.9,6.2,7.4,15.5,27.2,91.4,77,0.71
5/15/21,76,87.8,6.7,9,13.6,22.3,96.8,78.4,0
5/16/21,75.5,89.3,6.7,8.6,15.5,22.9,96.8,81.1,0
5/17/21,75.3,85.5,6.7,6.9,15.5,21.4,96.8,78.8,0.07
5/18/21,77.8,85,6.7,6.8,13.6,25.3,93.2,78.1,0.47
5/19/21,75.7,88.3,6.7,10,13.6,23.1,95,78.1,0
5/20/21,74.4,89,6.7,9.4,13.6,19.8,95.4,82.4,0
5/21/21,74.6,90.1,6.7,10.1,15.5,21.8,98.6,80.8,0
5/22/21,76.2,89.4,6.7,7.6,14.6,20.6,98.6,79,0
5/23/21,76.7,89.7,6.7,5.9,11.7,19.4,98.6,79.2,0
5/24/21,76.8,83.7,6.7,4.3,9.7,17.3,95.9,77,0.16
5/25/21,76.2,84.2,6.5,4.5,9.7,14.8,95,75.2,0.02
5/26/21,77.4,83.8,6.4,4.9,9.7,20.6,91.4,77,0.76
5/27/21,77.2,88.2,6.7,6.6,13.6,20.2,95,77.5,0.07
5/28/21,76.6,89.9,6.7,8.2,11.7,19.4,96.8,78.1,0
5/29/21,76.7,82.9,6.7,5.1,23.3,31.7,95.9,76.3,1.3
5/30/21,78.8,87.4,6.6,5.1,9.7,16.7,95,76.3,0.11
5/31/21,77.5,81.4,6.2,5.6,15.5,27.6,94.8,75.4,2.66
6/1/21,76.4,78.1,4.1,4.5,11.7,22.5,90.9,75,3.3
6/2/21,76,78,5.3,5.1,9.7,15.7,86.2,74.8,0.78
6/3/21,77.9,85.8,6.5,5.5,17.5,29.1,95,74.8,0.49
6/4/21,69.6,75.7,6.5,8.5,13.6,20.2,91.8,71.1,0.3
6/5/21,69.4,80.4,6.7,3.7,7.8,11.8,87.4,71.2,0
6/6/21,69.9,85.8,6.6,3.7,5.8,10.7,95,71.8,0
6/7/21,74,86.3,6.7,4.2,7.8,11.1,95,74.7,0
6/8/21,74.3,86.9,6.7,4.9,9.7,16.7,95,74.7,0
6/9/21,75.5,87.1,6.7,5.3,7.8,12.8,95,76.1,0
6/10/21,76.8,83.1,6.6,5.1,13.6,18.1,93.7,76.8,0.35
6/11/21,76.5,84.8,6.7,6.1,13.6,23.3,95,76.6,0
6/12/21,76.5,84,6.7,7.8,13.6,21.2,92.7,78.4,0.07
6/13/21,77.5,81.3,6.5,5.3,29.1,999.9,89.8,75.2,0.37
6/14/21,78.5,83.2,6.6,4.5,11.7,15.2,89.8,78.6,0.3
6/15/21,77,87.6,6.7,6.4,11.7,19.8,95,79.5,0
6/16/21,78.2,85,6.6,5.7,11.7,23.1,95,77,0.07
6/17/21,77.8,88.2,6.7,7.3,15.5,20.4,96.8,79.5,0
6/18/21,77.3,90.4,6.7,7.7,13.6,15.9,98.6,81.1,0
6/19/21,78.5,89.9,6.4,6.5,9.7,15.5,98.6,82.4,0
6/20/21,78.4,90.7,6.7,6.9,11.7,23.3,98.6,84.2,0
6/21/21,76.7,86.9,6.2,7,17.5,25.3,97.3,73.8,3.28
6/22/21,77.4,81.3,4.1,4.3,11.7,23.7,97.3,73.8,0.74
6/23/21,76,78.7,4.4,3.1,13.6,15.2,84.7,74.8,2.32
6/24/21,76.7,80.8,4.5,4,9.7,999.9,89.6,74.8,0.07
6/25/21,78.2,83.3,5,5.2,13.6,20.4,93.2,78.1,0.54
6/26/21,78.7,83.3,5.9,4.9,11.7,21,91.4,78.3,0.3
6/27/21,79.6,86.3,6.3,5.3,15.5,32.2,95,78.6,0.04
6/28/21,78.3,81.4,6.2,5.7,21.4,29.1,94.1,75.2,1.35
6/29/21,79.3,85.1,6.2,5.3,9.7,18.1,91.4,77.4,2.21
6/30/21,78.5,87.1,6.7,8.3,15.5,25.3,93.2,79.9,0.03
7/1/21,77.6,88.8,6.7,9.5,17.5,21.2,96.8,80.6,0
7/2/21,77.2,87.5,6.7,7.3,11.7,37.1,93.9,80.1,0.05
7/3/21,79.3,86.8,6.7,6.4,19.4,999.9,96.8,80.1,0.17
7/4/21,78,88.6,6.7,5.8,11.7,16.7,96.8,78.1,0
7/5/21,77.1,87.3,6.7,4.9,15.5,22.9,95.7,77,0.01
7/6/21,75.9,85.9,6.7,4.6,13.6,16.7,95,76.8,0
7/7/21,77.2,84.8,6.5,6,11.7,23.3,93.2,77.4,0.15
7/8/21,77,87,6.7,5.3,9.9,16.9,95,77.4,0.5
7/9/21,76.6,88.9,6.7,3.8,7.8,14.4,96.3,77.2,0
7/10/21,76,90.2,6.7,5,9.7,13.8,98.6,77.4,0
7/11/21,75.8,90,6.7,6.2,9.7,16.3,98.6,77.7,0
7/12/21,77,88.9,6.7,6.6,15.5,16.1,96.8,78.8,0
7/13/21,75.6,90.3,6.7,6.2,11.7,15.5,98.6,78.3,0
7/14/21,76.6,91.1,6.7,4.1,7.8,17.5,98.6,78.1,0
7/15/21,76.4,88.3,6.7,4.2,13.6,16.1,98.2,78.8,0.01
7/16/21,75.2,83.9,6.2,5.2,21.4,33.2,96.8,74.5,1.03
7/17/21,76.2,85.7,6,4.1,9.7,13.4,95.5,74.5,0
7/18/21,75.4,87.6,6.7,5.4,13.6,22.7,96.8,75.9,0.27
7/19/21,76,83.7,6.7,6.8,13.6,17.7,94.8,77.4,0.12
7/20/21,76.4,82.9,6.7,7,11.7,13.8,88,77.4,0.03
7/21/21,76.4,82,6.7,7.2,13.6,17.1,86,75.6,0.04
7/22/21,75.1,88.9,6.6,4.3,7.8,15.5,96.8,75.6,0
7/23/21,75,91.5,6.7,5.2,9.7,13.8,100.4,77.4,0.21
7/24/21,74.9,92,6.3,6.9,13.6,18.1,100.4,78.4,0.04
7/25/21,75.2,91.8,6.6,5.5,9.7,14,100.4,79.5,0
7/26/21,78.8,90.6,6.4,4.3,11.7,999.9,99.7,80.6,0
7/27/21,76.8,92.2,6.2,5.5,7.8,13.4,102.2,80.8,0
7/28/21,76,89.1,6.5,5.2,17.5,24.9,104,78.3,0.04
7/29/21,78,85.7,5.4,5.4,25.3,35,100.6,78.3,0.28
7/30/21,79.2,86,6.1,4.7,11.7,23.3,97,76.8,0.99
7/31/21,77.7,87.3,6.7,5.6,19.4,29.1,95,76.8,0.03
8/1/21,76.4,86.3,6.6,5.5,19.4,29.1,98.6,76.5,0.13
8/2/21,76.6,88.8,6.1,4.3,11.7,14.4,98.6,76.3,0.01
8/3/21,77.2,85.3,6.5,6.8,15.5,29.1,96.8,78.1,0.04
8/4/21,78,85.2,6.6,5.4,13.6,14.6,95,78.3,0.06
8/5/21,79.8,83.5,6.2,4.7,15.5,19.4,92.1,79.5,0.75
8/6/21,78.7,83.5,6.2,3.8,13.6,20,93.2,78.1,0.08
8/7/21,79.5,84.5,5.7,3.8,13.6,25.3,96.8,78.1,0.58
8/8/21,80.5,85.5,4.8,4.6,13.6,14.2,95.5,78.3,0.44
8/9/21,78.4,80.4,4.2,5.2,9.7,14.4,88,77.4,3.07
8/10/21,78.7,81.5,6.6,4.1,13.6,23.9,89.6,75.2,1.74
8/11/21,78.7,83.7,5.8,4.4,11.7,12.8,93.2,75,1.04
8/12/21,78.7,86.3,6.7,5,17.5,18.6,95,75,0
8/13/21,77.8,85,6.7,5.4,13.6,25.3,95,76.3,2.42
8/14/21,78.9,81.9,5.5,5.2,11.7,27.2,91.4,76.3,0.06
8/15/21,77.9,82.4,6.7,5.1,13.6,999.9,89.6,77,0.73
8/16/21,79,85,6.5,4.8,9.7,999.9,93.2,78.6,0
8/17/21,77.7,89.1,6.7,4.2,7.8,15.5,96.8,78.6,0
8/18/21,76.5,82,6.6,5,15.5,999.9,96.6,76.8,0
8/19/21,76.5,83.6,6.3,4,13.6,999.9,95,76.6,0
8/20/21,77.1,88,6.3,4.7,9.7,15.5,95,76.6,0
8/21/21,76.4,89.3,6.7,4.8,9.7,13.6,96.8,78.6,0
8/22/21,74.8,89.4,6.7,6.9,11.7,13.6,96.8,81.5,0
8/23/21,75.7,88.9,6.7,6.4,11.7,18.6,98.6,79.2,0
8/24/21,77.3,87,6.7,6,11.7,18.6,95.2,78.6,0
8/25/21,77.5,83.7,5.9,5.5,11.7,14.6,93.2,77.9,0.14
8/26/21,76.6,86.8,6.7,4.8,11.7,14.6,95,76.3,0.05
8/27/21,73.3,83.8,6.7,6.3,15.5,25.4,94.5,72.7,0
8/28/21,74.2,83.6,6.7,4.4,13.6,22.5,95,72.1,0.33
8/29/21,77.1,83.9,6.7,4,9.7,13,91.8,74.7,0
8/30/21,75.9,87.4,6.7,4.4,13.6,18.3,95,74.5,0
8/31/21,75.7,83.2,6.4,4.3,7.8,23.3,93.7,73.4,2.35
9/1/21,76.9,83.5,6.7,5.2,10.9,20.6,93.2,75,0.19
9/2/21,77.3,86.7,6.7,4.5,7.8,12.4,95,76.3,0.17
9/3/21,76.1,88.4,6.7,4.3,9.7,999.9,96.8,77.5,0
9/4/21,75.4,88.6,6.7,4.9,7.8,11.3,96.8,77.7,0
9/5/21,75.7,87.6,6.7,4.8,13.6,14.2,98.6,77,0
9/6/21,76.7,85.9,6.7,4.9,13.6,14.4,96.8,76.5,0.01
9/7/21,75,87.2,6.7,5.2,9.7,18.8,98.6,76.3,0
9/8/21,75.3,85.1,6.7,4.7,13.6,16.9,95.9,77,0
9/9/21,76.7,89.4,6.7,4.9,7.8,999.9,98.6,77,0
9/10/21,78.2,88.7,6.1,3.4,7.8,13.6,97.7,79,0
9/11/21,76.8,91.2,6.5,4.6,9.7,15.5,100.4,78.4,0
9/12/21,74.4,91.5,6.6,5.1,9.7,19.4,100.4,78.4,0
9/13/21,76.5,90.4,6,5.1,11.7,12.4,99,77,0
9/14/21,77.7,84.6,6.7,4.8,17.5,21.4,98.6,77.7,0
9/15/21,76.5,87,6.7,4.1,11.7,15.5,96.1,77.5,0
9/16/21,76.4,81.9,6.5,3.9,11.7,25.8,96.1,74.7,1.55
9/17/21,76.1,84.8,5.9,4.3,13.6,23.3,95,74.8,0.01
9/18/21,77.5,84.7,5.3,5.4,11.7,13.6,94.1,76.1,0
9/19/21,77.6,87.6,6.7,5.7,11.7,17.5,96.8,77,0.54
9/20/21,77.5,85.3,6.3,5,9.7,13.8,95,75.9,0.19
9/21/21,75.5,86.5,6.7,3.9,9.7,10.1,96.8,75.4,0
9/22/21,75,87.3,6.6,5,9.7,17.3,96.8,76.1,0.01
9/23/21,75.8,83.2,6.7,5.2,13.6,28.7,94.1,75.9,0.52
9/24/21,75.1,83.6,6.7,5.3,11.7,23.1,95,75.6,0.11
9/25/21,75.5,86.6,6.7,4.4,7.8,10.5,95,75,0
9/26/21,74.6,87.3,6.3,3.7,5.8,999.9,95,75.7,0
9/27/21,76.1,88.5,5.9,3.6,5.8,999.9,98.6,75.6,0
9/28/21,77.2,88.1,5.1,4.5,7.8,10.5,95,77.9,0
9/29/21,76.3,89,5.8,4.2,10.9,21,96.8,77,0
9/30/21,76.5,88.8,6.6,4.1,7.8,21,96.8,77.5,0
10/1/21,75.8,82.9,5.3,4.3,13.6,22.1,96.8,74.7,0.02
10/2/21,75.9,86.7,5.7,4.1,7.8,9.7,95,74.7,0
10/3/21,75.5,84.2,6.6,4.4,9.7,18.1,96.8,73.6,0.01
10/4/21,73.9,86,6.7,4.6,7.8,999.9,95,73.2,0
10/5/21,73.3,86.8,6.5,4.9,9.7,11.3,95,73.9,0
10/6/21,68.8,87.2,6.7,4.8,9.7,15.9,96.8,73.9,0
10/7/21,71,88.3,6.7,7.2,13.6,20.6,96.8,74.3,0.01
10/8/21,75.3,77.7,5.2,7.9,11.7,22.7,93,75,1.65
10/9/21,75.6,77.7,5.1,6.7,13.6,21.6,80.6,74.7,1.2
10/10/21,75.4,80.4,6,4.7,13.6,14.8,84.6,74.7,0.03
10/11/21,64.2,77.4,6.7,14.7,23.3,31.5,86,68,0
10/12/21,61.4,74.3,6.7,17.1,23.3,37.1,85.5,69.1,0
10/13/21,68.1,73.1,5.8,10.1,19.4,37.1,79.2,68,0.31
10/14/21,69.2,79.1,6.7,8.6,13.6,19.6,87.8,68,0
10/15/21,67,72.2,6.3,8.9,11.7,19.4,87.1,68,0.11
10/16/21,61.4,73.3,6.7,15,21.4,29.1,78.8,65.3,0.01
10/17/21,56.3,68.9,6.7,12.4,19.4,22.9,78.8,60.8,0.01
10/18/21,60.5,73.3,6.7,5.6,9.7,14.8,80.6,60.8,0
10/19/21,66.2,78.8,5.8,3,5.8,999.9,87.8,63.9,0
10/20/21,70.2,80.6,5.8,6.4,17.5,999.9,87.8,66.2,0
10/21/21,56.8,62.9,6.7,11,17.5,28.4,87.1,57.2,0.12
10/22/21,51.5,64.6,6.2,9.5,15.5,18.8,68,56.3,0.02
10/23/21,54,64.3,6.7,8,11.7,14.6,66.2,57.4,0
10/24/21,54.7,68.8,6.7,10.9,15.5,21.4,77.5,60.4,0
10/25/21,57,69.9,6.7,6.6,11.7,16.9,78.8,60.8,0
10/26/21,62.2,76.1,6.7,3.3,7.8,12,84.9,61,0
10/27/21,61.6,79,6.7,6.2,11.7,14.4,86,65.5,0
10/28/21,60.9,77.8,6.6,6.2,9.7,14.2,86,68.4,0
10/29/21,63,76.1,6.5,6.8,13.6,15.3,86,66.2,0
10/30/21,64.3,67.8,5.7,4.2,7.8,15.3,84.2,65.3,0.38
10/31/21,64.1,70.6,5.7,4,9.7,11.8,77.9,65.3,0.01
11/1/21,65.8,73.3,6.1,4.5,9.7,13.6,79.3,65.3,0
11/2/21,65.2,72.3,6.6,5,9.7,14.4,79.3,66.9,0
11/3/21,66.8,73.3,6.7,3.7,7.8,11.3,79.3,68.7,0
11/4/21,70.2,78.7,4.6,4.1,9.7,10.3,86,70.3,0
11/5/21,71.4,80.1,5.5,3.7,6,11.5,87.8,71.6,0
11/6/21,71.1,80.6,5.8,3.9,7.8,999.9,89.6,70,0
11/7/21,64.4,71.5,4.6,8.8,23.3,33.4,88,53.4,0.68
11/8/21,40.9,60,6.7,13.2,21.4,33.4,85.5,52.5,0.03
11/9/21,37.2,64,6.7,9.3,13.6,19.2,71.8,51.4,0
11/10/21,42.6,64.6,6.7,5.9,11.7,14.2,74.1,52,0
11/11/21,42.6,69.2,6.7,3.9,7.8,13.8,78.8,51.1,0
11/12/21,45.1,68,6.7,7.5,11.7,15,77.5,56.7,0
11/13/21,46.9,67.3,6.7,6.5,11.7,17.1,75.6,54,0
11/14/21,49.7,69.1,6.7,4,7.8,14.2,78.8,53.4,0
11/15/21,53,67.5,6.7,3.9,6,10.7,76.6,56.5,0
11/16/21,55.2,69.8,6.5,4.8,9.7,13.6,77,55.9,0
11/17/21,56.8,67.6,6.7,7.7,11.7,19,76.8,62.2,0
11/18/21,58.7,67.9,6.7,5.1,9.7,14.6,76.8,59,0
